City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
576,Vanimo,PG,84.56,broken clouds,-2.6741,141.3028,Vahmoneh Lodge Vanimo
579,Clovis,US,66.09,clear sky,36.8252,-119.7029,Fairfield Inn & Suites by Marriott Fresno Clovis
581,Rabaul,PG,83.84,overcast clouds,-4.1967,152.1721,Rabaul Hotel
583,Songadh,IN,83.57,clear sky,21.1667,73.5667,SPOT ON 61520 Shivam Guest House
584,Florianopolis,BR,73.35,broken clouds,-27.6146,-48.5012,Hotel Boutique Quinta das Videiras
586,Ardakan,IR,71.22,few clouds,32.31,54.0175,Ardakan Hotel
587,Wamba,NG,78.69,scattered clouds,8.9333,8.6,Roma Zee Guest House Annex
588,Amahai,ID,85.6,broken clouds,-3.3333,128.9167,HOTEL ISABELA
589,Kralendijk,BQ,76.98,broken clouds,12.15,-68.2667,Divi Flamingo Beach Resort & Casino
591,Tete,MZ,71.33,overcast clouds,-16.1564,33.5867,Zambeze Paraíso Misterioso
592,The Valley,AI,76.1,broken clouds,18.217,-63.0578,CeBlue Villas & Beach Resort
596,Luorong,CN,75.18,overcast clouds,24.4058,109.6086,荣立大酒店
598,Kabinda,CD,65.46,overcast clouds,-6.1333,24.4833,Village Mianda Mutole
599,Joao Pinheiro,BR,71.47,broken clouds,-17.7425,-46.1725,Hotel Santos
602,Champerico,GT,81.43,overcast clouds,14.3,-91.9167,"Hotel y restaurante ""El Diamante"""
603,Wynyard,AU,69.96,few clouds,-41.0,145.7167,Burnie Airport Motel
606,Nishihara,JP,73.06,scattered clouds,26.1842,127.7558,Minshuku Agaihama
608,Mancio Lima,BR,72.45,broken clouds,-7.6142,-72.8958,Motel Asas Do Desejo
611,Nasirabad,IN,75.24,clear sky,26.3,74.7333,Hotel Sheesh Mahal & Restaurant
613,Jieshi,CN,76.95,clear sky,22.8134,115.8257,Yuehai Hotel
614,Galesong,ID,86.02,broken clouds,-5.3166,119.3661,Sapriadi Appy
616,Monrovia,LR,79.18,light rain,6.3005,-10.7969,Sunset Inn
621,Porto Novo,BJ,77.02,overcast clouds,6.4965,2.6036,Tour Eiffel Hotel Benin
622,Santa Isabel Do Rio Negro,BR,74.21,overcast clouds,-0.4139,-65.0192,Hotel GSA
626,Cayenne,GF,80.1,few clouds,4.9333,-52.3333,Hôtel Le Dronmi
628,Ulladulla,AU,78.76,broken clouds,-35.35,150.4667,Sandpiper Motel
