City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Kovdor,RU,67.5662,30.4758,14.99,98,74,2.71,broken clouds
346,Shelburne,CA,44.0787,-80.2041,23.9,84,100,10.56,overcast clouds
347,Esmeralda,CU,21.8525,-78.1169,76.68,80,100,7.54,overcast clouds
348,Mastic Beach,US,40.7668,-72.8521,45.41,87,100,3.0,overcast clouds
349,Horta,PT,38.5333,-28.6333,57.49,76,100,11.5,overcast clouds
350,Sarh,TD,9.1429,18.3923,79.65,51,100,4.81,overcast clouds
351,Bambanglipuro,ID,-7.95,110.2833,81.95,74,100,1.9,light rain
352,Port Hardy,CA,50.6996,-127.4199,41.25,96,100,14.54,moderate rain
353,Geraldton,AU,-28.7667,114.6,81.01,61,24,12.66,few clouds
354,Baykit,RU,61.67,96.37,-4.65,90,100,3.65,overcast clouds
355,Namibe,AO,-15.1961,12.1522,72.72,80,100,7.23,overcast clouds
356,Biltine,TD,14.5333,20.9167,73.44,17,8,14.83,clear sky
357,Rawson,AR,-43.3002,-65.1023,64.53,58,6,19.17,clear sky
358,Chicama,PE,-7.8447,-79.1469,75.06,71,66,3.13,broken clouds
359,Verkh-Usugli,RU,52.7,115.1667,17.6,60,100,5.48,overcast clouds
360,Ughelli,NG,5.4899,6.0074,75.02,93,100,1.72,overcast clouds
361,Uaua,BR,-9.8414,-39.4817,73.35,72,70,9.33,broken clouds
362,Troitsko-Pechorsk,RU,62.7084,56.1964,10.96,94,100,9.04,light snow
363,Mikkeli,FI,61.6886,27.2723,19.51,93,85,2.3,mist
364,Auki,SB,-8.7676,160.7034,82.26,80,70,3.96,broken clouds
365,North Bend,US,43.4065,-124.2243,47.91,95,79,0.65,broken clouds
366,Ginda,IN,30.6945,78.4932,61.27,15,0,3.94,clear sky
367,Samarai,PG,-10.6167,150.6667,85.77,70,83,13.82,broken clouds
368,Bandundu,CD,-3.3167,17.3667,71.17,93,100,2.8,light rain
369,Manaus,BR,-3.1019,-60.025,77.49,94,75,3.44,broken clouds
370,Alamogordo,US,32.8995,-105.9603,40.35,56,0,4.61,clear sky
371,Caravelas,BR,-17.7125,-39.2481,75.87,86,11,3.62,few clouds
372,Dezhou,CN,37.4486,116.2925,45.77,87,100,5.44,overcast clouds
373,Albanel,CA,48.8832,-72.4487,10.94,97,87,2.64,light snow
374,Mao,ES,39.8885,4.2658,55.96,94,20,5.75,few clouds
375,Corinto,GR,37.9407,22.9573,36.9,75,39,1.99,scattered clouds
376,Ballina,AU,-28.8667,153.5667,76.78,74,86,11.21,overcast clouds
377,Pocatello,US,42.8713,-112.4455,33.71,51,0,11.5,clear sky
378,Czluchow,PL,53.6672,17.3588,25.05,59,8,10.0,clear sky
379,Port Shepstone,ZA,-30.7414,30.455,72.19,87,0,14.25,clear sky
380,Jamame,SO,0.0722,42.7506,75.18,83,48,8.43,scattered clouds
381,Miranda De Ebro,ES,42.6865,-2.947,42.15,93,100,2.8,overcast clouds
382,Tessalit,ML,20.1986,1.0114,68.18,17,0,8.86,clear sky
383,Whitehorse,CA,60.7161,-135.0538,24.82,82,100,10.0,overcast clouds
384,Tilichiki,RU,60.4667,166.1,15.22,79,24,6.17,few clouds
385,Mehamn,NO,71.0357,27.8492,30.38,79,100,8.23,overcast clouds
386,Trairi,BR,-3.2778,-39.2689,75.27,91,100,1.59,overcast clouds
387,Yulara,AU,-25.2406,130.9889,91.08,12,0,10.45,clear sky
388,Bathsheba,BB,13.2167,-59.5167,77.49,77,15,19.86,few clouds
389,Tual,ID,-5.6667,132.75,83.25,75,96,8.05,overcast clouds
390,Bandar-E Lengeh,IR,26.5579,54.8807,76.37,57,100,11.12,overcast clouds
391,Watertown,US,42.3709,-71.1828,41.34,79,0,11.5,clear sky
392,Narsaq,GL,60.9167,-46.05,8.82,87,97,4.12,overcast clouds
393,Inirida,CO,3.8653,-67.9239,76.37,87,42,0.85,scattered clouds
394,Thompson,CA,55.7435,-97.8558,-5.62,98,97,4.88,overcast clouds
395,Vila Velha,BR,-20.3297,-40.2925,78.75,88,20,4.61,few clouds
396,Bull Savanna,JM,17.8868,-77.5902,73.51,87,12,10.4,few clouds
397,Ugoofaaru,MV,5.6667,73.0,82.56,68,6,5.19,clear sky
398,Waingapu,ID,-9.6567,120.2641,85.42,73,95,7.78,overcast clouds
399,Mount Pleasant,US,32.7941,-79.8626,59.07,98,100,1.01,mist
400,Matara,LK,5.9485,80.5353,80.58,79,67,1.5,broken clouds
401,Sakaraha,MG,-22.9,44.5333,71.26,83,0,4.21,clear sky
402,La Grande,US,45.3246,-118.0877,41.99,54,93,8.01,overcast clouds
403,Koumac,NC,-20.5667,164.2833,83.48,72,49,5.37,scattered clouds
404,Safita,SY,34.8205,36.1153,42.1,78,97,18.21,overcast clouds
405,Guilin,CN,25.2819,110.2864,72.73,68,100,3.0,overcast clouds
406,Sandpoint,US,48.2766,-116.5533,34.86,92,100,4.61,light snow
407,Rorvik,NO,64.8621,11.2373,37.81,78,0,12.33,clear sky
408,Igarka,RU,67.4667,86.5833,-16.31,99,98,7.0,overcast clouds
409,Aktau,KZ,43.65,51.2,36.18,95,100,14.03,overcast clouds
410,Khuzdar,PK,27.7384,66.6434,67.68,37,7,4.34,clear sky
411,Kunming,CN,25.0389,102.7183,72.37,25,12,10.47,few clouds
412,Amapa,BR,1.0,-52.0,70.74,92,100,1.61,overcast clouds
413,Kalmunai,LK,7.4167,81.8167,80.17,81,38,7.47,scattered clouds
414,Taoudenni,ML,22.6783,-3.9836,66.49,17,0,10.47,clear sky
415,Iranshahr,IR,27.2025,60.6848,75.42,35,99,1.41,overcast clouds
416,Taltal,CL,-25.4,-70.4833,65.84,80,22,3.65,few clouds
417,Anchorage,US,61.2181,-149.9003,39.94,87,100,1.99,light rain
418,Flores Da Cunha,BR,-29.0289,-51.1817,57.65,98,100,4.99,overcast clouds
419,Quatre Cocos,MU,-20.2078,57.7625,78.1,84,70,12.01,broken clouds
420,Mnogovershinnyy,RU,53.9353,139.9242,17.64,61,89,3.2,overcast clouds
421,Laguna,US,38.421,-121.4238,64.54,35,0,4.61,clear sky
422,Kjollefjord,NO,70.9457,27.3465,33.37,82,100,5.28,overcast clouds
423,Businga,CD,3.3333,20.8833,70.02,98,100,4.09,overcast clouds
424,Antofagasta,CL,-23.65,-70.4,63.68,81,27,3.04,scattered clouds
425,Santa Maria,BR,-29.6842,-53.8069,60.55,95,53,6.46,broken clouds
426,Saluzzo,IT,44.6464,7.4862,42.66,73,100,1.14,overcast clouds
427,Exu,BR,-7.5119,-39.7242,72.97,70,94,2.64,overcast clouds
428,Horsham,GB,51.064,-0.3272,48.31,85,75,12.66,broken clouds
429,Canico,PT,32.6333,-16.85,63.05,82,20,5.75,few clouds
430,Nizwa,OM,22.9333,57.5333,73.74,34,17,1.05,few clouds
431,Tamale,GH,9.4008,-0.8393,85.24,44,5,10.13,clear sky
432,Ketchikan,US,55.3422,-131.6461,43.27,87,100,9.22,light rain
433,Olafsvik,IS,64.8945,-23.7142,38.66,62,100,18.86,overcast clouds
434,Simbahan,PH,6.3032,120.5836,81.82,78,99,3.96,overcast clouds
435,Amalapuram,IN,16.5833,82.0167,83.17,51,10,1.5,clear sky
436,Phitsanulok,TH,16.9167,100.5,90.46,44,58,6.98,broken clouds
437,Toora-Khem,RU,52.4675,96.11,9.03,91,100,1.25,overcast clouds
438,Obihiro,JP,42.9172,143.2044,38.07,81,27,15.28,scattered clouds
439,Aripuana,BR,-9.1667,-60.6333,72.7,98,100,1.72,moderate rain
440,Bubaque,GW,11.2833,-15.8333,75.56,67,21,6.2,few clouds
441,Columbia,US,34.0007,-81.0348,54.23,96,100,5.75,mist
442,Tawau,MY,4.2498,117.8871,83.53,73,87,2.37,overcast clouds
443,Warrington,GB,53.3925,-2.5802,49.44,87,75,12.66,broken clouds
444,Talaya,RU,61.3833,152.75,10.29,89,100,4.12,overcast clouds
445,Faanui,PF,-16.4833,-151.75,81.73,69,11,11.14,few clouds
446,Banepa,NP,27.6298,85.5214,61.12,67,20,2.3,mist
447,Chernushka,RU,56.5072,56.0766,-9.62,97,6,6.26,clear sky
448,Camabatela,AO,-8.1881,15.375,63.7,100,100,3.67,overcast clouds
449,Arman,RU,59.7,150.1667,34.02,68,80,2.98,broken clouds
450,Jumla,NP,29.2747,82.1838,52.16,30,0,2.53,clear sky
451,Ust-Nera,RU,64.5667,143.2,6.39,90,84,3.22,broken clouds
452,Luena,AO,-11.7833,19.9167,62.04,98,100,2.93,overcast clouds
453,Galle,LK,6.0367,80.217,80.22,78,51,3.18,broken clouds
454,Kenai,US,60.5544,-151.2583,40.03,98,100,6.91,overcast clouds
455,Lewistown,US,40.5992,-77.5714,52.54,66,0,6.91,clear sky
456,Yar-Sale,RU,66.8333,70.8333,-6.27,100,89,11.32,overcast clouds
457,Beringovskiy,RU,63.05,179.3167,10.49,78,1,9.84,clear sky
458,Ijui,BR,-28.3878,-53.9147,60.46,96,38,9.89,scattered clouds
459,Rio Verde De Mato Grosso,BR,-18.9181,-54.8442,71.44,93,100,3.91,light rain
460,Te Anau,NZ,-45.4167,167.7167,67.28,43,21,1.63,few clouds
461,Mocuba,MZ,-16.8392,36.9856,72.23,99,100,6.46,moderate rain
462,Barbate,ES,36.1924,-5.9219,53.56,95,44,3.0,scattered clouds
463,Hit,IQ,33.6416,42.8251,49.37,59,98,3.29,overcast clouds
464,Guerrero Negro,MX,27.9769,-114.0611,62.37,29,11,3.51,few clouds
465,Port Said,EG,31.2565,32.2841,53.31,60,100,20.38,overcast clouds
466,Urbino,IT,43.7298,12.6356,35.13,64,14,0.67,few clouds
467,Sabang,ID,5.8933,95.3214,82.89,72,80,10.29,broken clouds
468,Lompoc,US,34.6391,-120.4579,59.77,58,0,4.61,clear sky
469,Guiglo,CI,6.5456,-7.4966,74.79,90,100,2.17,overcast clouds
470,Binga,ZW,-17.6203,27.3414,70.86,72,90,3.33,overcast clouds
471,Mizque,BO,-17.941,-65.3402,58.12,92,100,3.4,overcast clouds
472,Smiltene,LV,57.4244,25.9016,29.55,93,100,6.13,overcast clouds
473,Buraydah,SA,26.326,43.975,61.79,30,96,11.21,overcast clouds
474,Kosh-Agach,RU,50.0,88.6667,5.77,86,100,0.92,overcast clouds
475,Chivay,PE,-15.6383,-71.6011,48.58,80,99,5.82,light rain
476,Winslow,US,35.0242,-110.6974,33.98,75,0,6.91,clear sky
477,Vilcun,CL,-38.65,-72.2333,52.54,89,0,1.19,clear sky
478,Kirovskiy,RU,45.0917,133.5136,30.78,76,80,5.17,broken clouds
479,Marsh Harbour,BS,26.5412,-77.0636,75.74,83,0,14.29,clear sky
480,Jega,NG,12.2175,4.3792,80.11,21,8,8.72,clear sky
481,Denpasar,ID,-8.65,115.2167,87.46,74,20,10.36,few clouds
482,Tasiilaq,GL,65.6145,-37.6368,33.96,96,100,32.28,snow
483,Reforma,MX,18.1,-91.0167,82.65,54,37,6.58,scattered clouds
484,Roald,NO,62.5833,6.1333,48.34,29,3,18.41,clear sky
485,Umm Lajj,SA,25.0213,37.2685,63.46,52,2,18.39,clear sky
486,Andra,RU,62.5147,65.8878,0.82,93,100,9.19,overcast clouds
487,Kuah,MY,6.3265,99.8432,81.07,73,22,3.44,few clouds
488,Salalah,OM,17.0151,54.0924,72.61,47,48,1.97,scattered clouds
489,Gorontalo,ID,0.5412,123.0595,90.19,62,47,3.67,scattered clouds
490,Montague,US,42.5356,-72.5351,43.84,67,100,4.81,overcast clouds
491,Massakory,TD,12.996,15.7293,73.53,19,49,14.25,scattered clouds
492,Svetlyy,RU,54.675,20.1347,24.85,53,32,7.25,scattered clouds
493,Piacabucu,BR,-10.4056,-36.4344,77.76,82,100,2.98,overcast clouds
494,Carutapera,BR,-1.195,-46.02,73.85,95,100,3.15,moderate rain
495,Richards Bay,ZA,-28.783,32.0377,74.01,84,69,4.07,broken clouds
496,Karagay,RU,58.2667,54.9368,-4.25,100,90,2.37,overcast clouds
497,Carnot,CF,4.9409,15.8665,69.89,90,96,1.81,overcast clouds
498,Akyab,MM,20.15,92.9,79.9,36,46,4.12,scattered clouds
499,Mujiayingzi,CN,42.1167,118.7833,46.17,62,100,12.33,overcast clouds
500,Antalaha,MG,-14.9003,50.2788,74.12,91,100,6.2,overcast clouds
501,Aparecida Do Taboado,BR,-20.0867,-51.0936,72.64,88,100,9.64,heavy intensity rain
502,Raudeberg,NO,61.9875,5.1352,45.27,53,11,5.86,few clouds
503,Pierre,US,44.3683,-100.351,13.28,56,0,3.44,clear sky
504,Kununurra,AU,-15.7667,128.7333,85.98,70,80,5.75,broken clouds
505,Faya,SA,18.3851,42.4509,57.27,85,26,2.01,scattered clouds
506,Mackay,AU,-21.15,149.2,79.68,79,62,19.91,broken clouds
507,Ariquemes,BR,-9.9133,-63.0408,72.93,98,100,0.65,overcast clouds
508,Marystown,CA,47.1666,-55.1483,28.85,100,65,5.48,broken clouds
509,Antakya,TR,36.2066,36.1572,37.22,69,31,2.39,scattered clouds
510,Chulman,RU,56.8479,124.9104,4.57,88,100,5.68,overcast clouds
511,Cabo San Lucas,MX,22.8909,-109.9124,69.51,75,0,9.22,clear sky
512,Ulaangom,MN,49.9811,92.0667,15.24,93,100,3.8,overcast clouds
513,Wolfville,CA,45.0835,-64.3655,34.95,93,93,5.32,overcast clouds
514,Anito,PH,12.4497,125.2886,84.42,73,99,9.6,overcast clouds
515,Kichera,RU,55.9375,110.0997,8.22,76,96,1.01,overcast clouds
516,Montepuez,MZ,-13.1256,38.9997,66.87,97,100,3.98,overcast clouds
517,Christchurch,NZ,-43.5333,172.6333,72.91,44,1,20.71,clear sky
518,Mayo,US,38.8876,-76.5119,50.13,86,0,12.66,clear sky
519,Impfondo,CG,1.6381,18.0667,69.08,97,100,3.06,light rain
520,Madang,PG,-5.2246,145.7966,86.74,62,74,7.36,broken clouds
521,Mkushi,ZM,-13.6202,29.3939,60.82,98,84,5.1,broken clouds
522,Fethiye,TR,36.6217,29.1164,35.47,56,0,8.25,clear sky
523,Kolokani,ML,13.5728,-8.0339,76.41,13,39,13.62,scattered clouds
524,Hami,CN,42.8,93.45,54.55,29,96,5.48,overcast clouds
525,Basoko,CD,1.2391,23.616,69.44,96,100,3.87,light rain
526,Wanxian,CN,30.8039,108.3897,78.19,53,13,3.11,few clouds
527,Jackson,US,42.4165,-122.8345,57.07,44,0,6.91,clear sky
528,Arlit,NE,18.7369,7.3853,69.62,18,21,7.74,few clouds
529,Palmer,US,42.1584,-72.3287,40.06,66,100,9.22,overcast clouds
530,Churapcha,RU,62.0025,132.4325,6.19,89,100,5.06,overcast clouds
531,Zruc Nad Sazavou,CZ,49.7401,15.1061,31.51,34,0,15.03,clear sky
532,Vung Tau,VN,10.346,107.0843,82.09,69,97,1.68,overcast clouds
533,Reconquista,AR,-29.15,-59.65,60.39,79,0,6.73,light rain
534,Edd,ER,13.9297,41.6925,76.84,85,67,3.6,broken clouds
535,Buchanan,LR,5.8808,-10.0467,78.85,91,100,2.68,overcast clouds
536,Calama,CL,-22.4667,-68.9333,57.69,44,75,4.61,broken clouds
537,Iralaya,HN,15.0,-83.2333,77.85,79,0,9.01,clear sky
538,Cabedelo,BR,-6.9811,-34.8339,77.67,77,42,5.35,scattered clouds
539,Boa Vista,BR,2.8197,-60.6733,80.58,69,0,8.05,clear sky
540,Gizo,SB,-8.103,156.8419,84.78,63,63,1.92,broken clouds
541,Progreso,MX,21.2833,-89.6667,78.01,80,0,6.33,clear sky
542,Celestun,MX,20.8667,-90.4,78.31,78,0,10.76,clear sky
543,Tautira,PF,-17.7333,-149.15,81.09,68,3,6.98,clear sky
544,Dubbo,AU,-32.25,148.6167,82.53,39,100,5.75,overcast clouds
545,Imeni Poliny Osipenko,RU,52.4201,136.4853,22.01,78,91,6.78,overcast clouds
546,Kasongo-Lunda,CD,-6.4667,16.8167,68.77,97,96,1.86,overcast clouds
547,Jacqueville,CI,5.2052,-4.4146,80.2,89,12,8.16,few clouds
548,Morant Bay,JM,17.8815,-76.4093,80.22,86,5,9.73,clear sky
549,Shu,KZ,43.5983,73.7614,49.19,95,100,4.97,light rain
550,Evansville,US,37.9748,-87.5558,30.34,74,100,9.22,overcast clouds
551,Saint-Pierre,RE,-21.3393,55.4781,77.92,72,0,5.75,clear sky
552,Sao Filipe,CV,14.8961,-24.4956,73.92,58,0,10.33,clear sky
553,Saint-Michel-Des-Saints,CA,46.6834,-73.9159,24.94,97,100,3.78,snow
554,Alekseyevka,RU,50.6309,38.6903,-10.08,100,94,3.62,overcast clouds
555,Kilindoni,TZ,-7.9139,39.6668,81.41,72,100,11.97,overcast clouds
556,Tabat,ID,-2.635,115.2274,89.96,60,89,1.77,overcast clouds
557,Jizan,SA,17.3333,42.6667,76.44,69,69,5.35,broken clouds
558,Tezu,IN,27.9167,96.1667,85.77,15,65,3.51,broken clouds
559,Puma,TZ,-5.0,34.7333,60.33,90,100,8.08,overcast clouds
560,Sobolevo,RU,54.4299,31.8996,20.16,94,100,5.88,overcast clouds
561,Singkang,MY,2.1006,102.7994,85.3,62,36,2.84,scattered clouds
562,San Quintin,MX,30.4833,-115.95,59.29,41,75,5.08,broken clouds
563,Wanning,CN,18.8003,110.3967,77.0,70,50,7.65,scattered clouds
564,Farafangana,MG,-22.8167,47.8333,74.98,87,98,1.03,light rain
565,Shache,CN,38.4167,77.2406,50.72,20,36,3.38,scattered clouds
566,San Matias,BO,-16.3667,-58.4,73.11,98,100,2.57,moderate rain
567,Ispravnaya,RU,44.0682,41.6102,23.77,87,100,2.8,overcast clouds
568,Fort Nelson,CA,58.8053,-122.7002,13.06,95,100,7.43,light snow
569,Huarmey,PE,-10.0681,-78.1522,73.51,78,100,5.35,overcast clouds
570,Nuuk,GL,64.1835,-51.7216,9.21,72,100,13.8,overcast clouds
571,Ajdabiya,LY,30.7554,20.2263,53.33,65,57,3.98,broken clouds
572,Emba,KZ,48.8264,58.1442,10.11,91,96,11.54,overcast clouds
573,West Richland,US,46.3043,-119.3614,50.76,54,0,3.44,clear sky
574,Oktyabrskiy,RU,54.4815,53.471,-12.35,100,99,2.37,overcast clouds
575,Mecca,SA,21.4267,39.8261,64.69,61,0,6.31,clear sky
576,Vanimo,PG,-2.6741,141.3028,84.56,73,51,6.38,broken clouds
577,Fairview,US,40.8126,-73.999,46.2,85,100,10.36,overcast clouds
578,Talnakh,RU,69.4865,88.3972,-22.23,97,82,8.9,broken clouds
579,Clovis,US,36.8252,-119.7029,66.09,30,0,0.0,clear sky
580,Cairns,AU,-16.9167,145.7667,94.1,59,87,12.66,overcast clouds
581,Rabaul,PG,-4.1967,152.1721,83.84,66,87,8.19,overcast clouds
582,Marzuq,YE,14.4,46.4667,61.14,22,87,5.5,overcast clouds
583,Songadh,IN,21.1667,73.5667,83.57,27,0,7.14,clear sky
584,Florianopolis,BR,-27.6146,-48.5012,73.35,93,75,16.11,broken clouds
585,Rio Gallegos,AR,-51.6226,-69.2181,41.05,75,0,3.44,clear sky
586,Ardakan,IR,32.31,54.0175,71.22,26,15,33.58,few clouds
587,Wamba,NG,8.9333,8.6,78.69,33,35,0.83,scattered clouds
588,Amahai,ID,-3.3333,128.9167,85.6,68,80,4.23,broken clouds
589,Kralendijk,BQ,12.15,-68.2667,76.98,88,75,12.66,broken clouds
590,Xinmin,CN,41.9908,122.8253,43.47,35,100,3.78,moderate rain
591,Tete,MZ,-16.1564,33.5867,71.33,96,100,2.91,overcast clouds
592,The Valley,AI,18.217,-63.0578,76.1,80,81,22.95,broken clouds
593,Saint-Hyacinthe,CA,45.6168,-72.9491,32.61,99,100,3.02,light snow
594,Magadan,RU,59.5667,150.8,33.53,69,64,4.34,broken clouds
595,Loreto,MX,22.2667,-101.9667,56.21,15,2,4.97,clear sky
596,Luorong,CN,24.4058,109.6086,75.18,59,98,8.9,overcast clouds
597,Inuvik,CA,68.3499,-133.7218,-6.86,96,100,10.65,overcast clouds
598,Kabinda,CD,-6.1333,24.4833,65.46,96,100,2.53,overcast clouds
599,Joao Pinheiro,BR,-17.7425,-46.1725,71.47,68,62,5.12,broken clouds
600,Lyndon,US,38.2567,-85.6016,29.68,87,100,14.97,snow
601,Ojinaga,MX,29.5667,-104.4167,51.42,37,0,17.27,clear sky
602,Champerico,GT,14.3,-91.9167,81.43,66,99,5.88,overcast clouds
603,Wynyard,AU,-41.0,145.7167,69.96,60,11,7.54,few clouds
604,Xining,CN,36.6167,101.7667,46.92,28,22,1.72,few clouds
605,Plouzane,FR,48.3833,-4.6167,46.45,82,75,11.5,broken clouds
606,Nishihara,JP,26.1842,127.7558,73.06,60,40,13.8,scattered clouds
607,Husavik,IS,66.0449,-17.3389,36.91,96,100,4.43,moderate rain
608,Mancio Lima,BR,-7.6142,-72.8958,72.45,98,74,2.46,broken clouds
609,Sicuani,PE,-14.2694,-71.2261,47.12,89,100,6.22,overcast clouds
610,Lucca,IT,44.0333,10.45,39.36,73,100,4.72,overcast clouds
611,Nasirabad,IN,26.3,74.7333,75.24,27,0,2.64,clear sky
612,Nioro,GM,13.35,-15.75,79.56,11,1,6.24,clear sky
613,Jieshi,CN,22.8134,115.8257,76.95,60,5,11.54,clear sky
614,Galesong,ID,-5.3166,119.3661,86.02,71,74,2.13,broken clouds
615,Asfi,MA,32.2994,-9.2372,58.42,85,87,4.12,overcast clouds
616,Monrovia,LR,6.3005,-10.7969,79.18,90,100,3.47,light rain
617,Tobermory,CA,45.2501,-81.6665,24.4,72,100,27.89,snow
618,Leh,IN,34.1667,77.5833,11.05,65,1,2.89,clear sky
619,Almaznyy,RU,48.0448,40.045,16.12,82,100,12.1,overcast clouds
620,West Fargo,US,46.875,-96.9004,1.4,55,0,12.66,clear sky
621,Porto Novo,BJ,6.4965,2.6036,77.02,88,100,7.43,overcast clouds
622,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,74.21,96,99,2.46,overcast clouds
623,San Patricio,US,28.017,-97.5169,48.29,63,58,20.83,broken clouds
624,Bogorodskoye,RU,56.55,37.8833,22.35,98,100,2.86,overcast clouds
625,Saryg-Sep,RU,51.5,95.6,13.98,86,93,2.33,overcast clouds
626,Cayenne,GF,4.9333,-52.3333,80.1,54,20,5.75,few clouds
627,Adrar,MR,20.5022,-10.0711,63.79,12,0,11.03,clear sky
628,Ulladulla,AU,-35.35,150.4667,78.76,63,71,9.44,broken clouds
629,Liverpool,GB,53.4106,-2.9779,48.74,90,75,12.66,broken clouds
630,Kenmare,IE,51.8833,-9.5833,44.08,91,74,5.59,broken clouds
631,Vao,NC,-22.6667,167.4833,79.66,71,63,9.73,broken clouds
632,Virginia Beach,US,36.8529,-75.978,53.65,91,100,6.91,moderate rain
633,Deder,ET,9.3167,41.45,55.47,48,46,2.75,scattered clouds
634,Cucuta,CO,7.8833,-72.5053,75.15,100,40,2.3,scattered clouds
635,Nakamura,JP,32.9833,132.9333,69.73,47,22,2.39,few clouds
636,Vidim,RU,56.4088,103.1106,6.37,83,100,4.47,overcast clouds
637,Xam Nua,LA,20.4197,104.0439,79.84,57,28,0.85,scattered clouds
638,Grindavik,IS,63.8424,-22.4338,34.27,80,40,14.97,scattered clouds
639,Mineiros,BR,-17.5694,-52.5511,73.24,75,100,2.24,overcast clouds
640,Yanam,IN,16.7333,82.2167,83.86,50,6,1.41,clear sky
641,Puerto Del Rosario,ES,28.5004,-13.8627,62.35,77,0,6.91,clear sky
642,Shunyi,CN,40.125,116.6453,46.35,66,0,6.71,clear sky
643,Masuguru,TZ,-11.3667,38.4167,71.1,98,98,3.24,light rain
644,Horki,BY,54.2861,30.9842,20.86,93,100,6.2,overcast clouds
645,Parsabad,IR,39.6482,47.9174,37.92,94,100,3.02,overcast clouds
646,Muros,ES,42.7762,-9.0603,48.09,91,99,16.4,overcast clouds
647,Peniche,PT,39.3558,-9.3811,52.11,91,100,8.72,overcast clouds
648,Benicarlo,ES,40.4165,0.4271,53.24,88,100,3.49,light rain
649,Vuktyl,RU,63.8567,57.3094,11.44,93,100,12.39,light snow
650,Archidona,ES,37.0965,-4.3887,47.41,96,26,2.08,scattered clouds
651,Ayan,RU,56.45,138.1667,22.73,56,100,2.44,overcast clouds
652,Camopi,GF,3.1655,-52.3158,71.69,99,100,2.13,overcast clouds
653,Zhigansk,RU,66.7697,123.3711,0.61,92,100,9.06,overcast clouds
654,Kroonstad,ZA,-27.6504,27.2349,60.01,88,51,7.4,broken clouds
655,Dakar,SN,14.6937,-17.4441,76.08,55,2,16.91,clear sky
656,Camacha,PT,33.0833,-16.3333,54.82,82,20,6.91,few clouds
657,High Level,CA,58.5169,-117.136,14.81,96,100,4.05,light snow
658,Buala,SB,-8.145,159.5921,83.73,74,51,4.03,light rain
659,Kavieng,PG,-2.5744,150.7967,85.48,63,85,6.87,overcast clouds
660,Dalaba,GN,10.7,-12.25,65.05,43,78,0.6,broken clouds
661,Methoni,GR,36.8197,21.7049,42.22,89,100,11.56,light rain
662,Ust-Maya,RU,60.4167,134.5333,9.99,82,100,5.99,overcast clouds
663,Sioux Lookout,CA,50.1001,-91.917,-3.93,91,100,7.81,overcast clouds
664,Hovd,MN,48.0056,91.6419,22.75,72,96,1.3,overcast clouds
665,Aras,ES,42.5617,-2.356,43.21,81,100,2.3,overcast clouds
666,Onguday,RU,50.75,86.15,18.86,90,100,1.9,overcast clouds
667,Havre-Saint-Pierre,CA,50.2334,-63.5986,3.4,92,26,6.91,scattered clouds
668,Manyoni,TZ,-5.7467,34.8382,60.84,89,100,3.09,overcast clouds
669,Polyarnyy,RU,69.1989,33.4478,18.14,94,80,6.91,broken clouds
670,Atambua,ID,-9.1061,124.8925,83.84,68,100,1.88,overcast clouds
671,Birao,CF,10.2849,22.7882,76.46,18,100,8.93,overcast clouds
672,Koshurnikovo,RU,54.1667,93.3,7.97,85,73,1.86,broken clouds
673,Abu Kamal,SY,34.4506,40.9171,46.11,50,100,6.87,overcast clouds
674,Sibolga,ID,1.7427,98.7792,85.15,64,65,3.04,broken clouds
675,Pangkalanbuun,ID,-2.6833,111.6167,90.66,53,52,4.61,broken clouds
676,Barcelos,PT,41.5388,-8.6151,48.34,90,77,5.84,broken clouds
677,Labrea,BR,-7.2586,-64.7981,72.97,97,32,2.42,moderate rain
678,Sayyan,YE,15.1718,44.3244,53.67,35,7,0.83,clear sky
679,Khed Brahma,IN,24.0333,73.05,79.86,19,0,4.34,clear sky
680,Kushiro,JP,42.975,144.3747,40.78,66,100,10.96,overcast clouds
681,Saint-Francois,FR,46.4154,3.9054,46.67,71,100,9.22,light rain
682,Bandipur,NP,27.9333,84.4167,69.33,23,0,1.23,clear sky
683,Puro,PH,12.4841,123.3827,83.7,73,99,4.72,overcast clouds
684,Bangassou,CF,4.7413,22.8184,68.67,98,100,2.73,light rain
685,Port Macquarie,AU,-31.4333,152.9167,76.89,71,61,6.06,broken clouds
686,Cubuk,TR,40.2386,33.0322,17.76,79,20,1.14,few clouds
687,Eureka,US,40.8021,-124.1637,52.66,82,33,1.48,scattered clouds
688,Biak,ID,-0.9131,122.8766,83.97,69,79,1.25,broken clouds
689,Anuchino,RU,43.9622,133.0544,34.63,55,55,5.77,broken clouds
690,Vestmanna,FO,62.1564,-7.1664,43.72,93,100,29.93,mist
691,Chapayeve,UA,49.3662,35.8749,10.0,92,6,6.67,clear sky
692,Yaan,NG,7.3833,8.5667,81.14,73,75,10.09,broken clouds
693,Loiza,PR,18.4313,-65.8802,77.05,88,40,9.22,scattered clouds
694,Rockingham,US,42.9668,-71.0995,42.8,72,96,4.5,overcast clouds
695,Osa,RU,57.2829,55.4567,-13.72,100,14,2.33,few clouds
696,Bilibino,RU,68.0546,166.4372,20.61,63,1,1.79,clear sky
697,Vardo,NO,70.3705,31.1107,31.93,79,100,12.46,overcast clouds
